20000
2.5 , 0, 5794
5.5 , 0, 19064
7.25 , 0, 7217
6.75 , 0, 2798
2.5 , 0, 17257
5.75 , 0, 690
40.25 , 0, 0
4 , 1, 10092
14 , 1, 1
9.25 , 2, 9439
6 , 2, 220
25.25 , 2, 2
1.75 , 3, 10589
3.25 , 3, 3656
6.75 , 3, 2087
12 , 3, 6731
6.25 , 3, 2866
9.75 , 3, 9970
11.75 , 3, 15820
4.25 , 3, 3549
5.25 , 3, 11393
71 , 3, 3
10.5 , 4, 3495
0.75 , 4, 548
10.75 , 4, 1289
7.5 , 4, 1452
0.5 , 4, 12636
40 , 4, 4
5.25 , 5, 10365
4.25 , 5, 7454
19.5 , 5, 5
7.25 , 6, 2312
3 , 6, 8086
6.75 , 6, 597
1.75 , 6, 12699
28.75 , 6, 6
4.75 , 7, 3232
12 , 7, 15955
4.5 , 7, 10882
4.5 , 7, 19288
0.25 , 7, 14226
9.5 , 7, 10911
9.5 , 7, 6571
3.75 , 7, 19388
5.25 , 7, 19632
0.5 , 7, 6432
5 , 7, 1069
8.25 , 7, 644
77.75 , 7, 7
9.5 , 8, 12159
5 , 8, 1675
4.75 , 8, 7127
3 , 8, 12674
3.75 , 8, 187
2.75 , 8, 14379
1 , 8, 1838
0.75 , 8, 2524
40.5 , 8, 8
6.5 , 9, 1074
10.75 , 9, 3169
27.25 , 9, 9
10.75 , 10, 2730
12 , 10, 5961
9.5 , 10, 5572
10.75 , 10, 1865
7.25 , 10, 7131
10.25 , 10, 5181
0.5 , 10, 1403
9.25 , 10, 2934
2.75 , 10, 16501
4.5 , 10, 201
87.5 , 10, 10
10.5 , 11, 4772
4.5 , 11, 7607
1.75 , 11, 12148
6.5 , 11, 2050
5.5 , 11, 12753
7.25 , 11, 5600
8.5 , 11, 8447
6.25 , 11, 4814
8 , 11, 12651
1.25 , 11, 13383
9 , 11, 18049
79 , 11, 11
3.25 , 12, 341
10.75 , 12, 8415
10 , 12, 7559
34 , 12, 12
11.5 , 13, 11562
8.25 , 13, 5187
0.25 , 13, 15360
11.75 , 13, 1086
8 , 13, 14094
7.5 , 13, 18442
10.25 , 13, 12995
4.25 , 13, 3151
11.75 , 13, 4196
11.5 , 13, 5790
95 , 13, 13
7.5 , 14, 7937
0.5 , 14, 3585
1.25 , 14, 296
3.25 , 14, 19480
10.25 , 14, 538
5.75 , 14, 4007
11 , 14, 5584
3 , 14, 364
7.75 , 14, 4597
2.5 , 14, 937
11.5 , 14, 876
74.25 , 14, 14
1 , 15, 19388
11 , 15, 10514
7.5 , 15, 14985
29.5 , 15, 15
8 , 16, 226
11.75 , 16, 17146
6.75 , 16, 14677
10.5 , 16, 18532
11 , 16, 16174
7 , 16, 1036
11.5 , 16, 6741
10.75 , 16, 5578
87.25 , 16, 16
2.5 , 17, 9084
12.5 , 17, 17
10.75 , 18, 847
4.25 , 18, 2918
10.25 , 18, 16776
6.25 , 18, 18715
0.75 , 18, 17708
1.5 , 18, 838
6 , 18, 6787
6 , 18, 3324
55.75 , 18, 18
1.5 , 19, 9570
9.5 , 19, 5868
2 , 19, 9497
3.5 , 19, 12279
8 , 19, 3774
34.5 , 19, 19
7 , 20, 17674
8 , 20, 12371
1.5 , 20, 4258
7 , 20, 8229
11.25 , 20, 11954
9.75 , 20, 1323
11 , 20, 9038
65.5 , 20, 20
3 , 21, 7095
2 , 21, 9515
3 , 21, 18998
4.5 , 21, 15848
8.25 , 21, 14967
3 , 21, 1966
10.5 , 21, 6288
11.5 , 21, 1719
7 , 21, 9885
12 , 21, 17070
8.75 , 21, 18059
8.75 , 21, 6997
92.25 , 21, 21
9.5 , 22, 15729
8.75 , 22, 10487
0.5 , 22, 2018
0.75 , 22, 3326
1.25 , 22, 775
10 , 22, 11455
40.75 , 22, 22
2.5 , 23, 14616
2.25 , 23, 17862
14.75 , 23, 23
4.75 , 24, 15039
12.25 , 24, 12792
0.25 , 24, 11548
27.25 , 24, 24
10.5 , 25, 672
9 , 25, 16327
5.75 , 25, 12336
0.5 , 25, 3833
1 , 25, 6715
8.75 , 25, 2954
45.5 , 25, 25
11.75 , 26, 17422
1 , 26, 14258
22.75 , 26, 26
8 , 27, 8652
1.75 , 27, 2496
19.75 , 27, 27
2.75 , 28, 12478
2 , 28, 6382
2 , 28, 10954
3.75 , 28, 19252
8.25 , 28, 5256
0.25 , 28, 8540
3.75 , 28, 14768
32.75 , 28, 28
9 , 29, 1686
11.75 , 29, 13464
12.25 , 29, 4717
9.75 , 29, 925
4.5 , 29, 2810
4.5 , 29, 895
3 , 29, 16760
5.25 , 29, 11955
1.25 , 29, 16983
9.25 , 29, 15955
80.5 , 29, 29
1.75 , 30, 3445
7.5 , 30, 14360
7.5 , 30, 17417
8.75 , 30, 1515
35.5 , 30, 30
12.25 , 31, 5346
10.75 , 31, 8824
3.75 , 31, 10544
0.25 , 31, 8868
9.5 , 31, 3169
2.5 , 31, 15136
10.75 , 31, 17871
8.75 , 31, 17470
9.5 , 31, 6968
9.25 , 31, 12292
3.75 , 31, 4078
91 , 31, 31
10.25 , 32, 9856
4 , 32, 975
4.5 , 32, 15450
0.5 , 32, 1528
29.25 , 32, 32
1.75 , 33, 10640
11 , 33, 8246
4.75 , 33, 5917
2.5 , 33, 12093
6.5 , 33, 251
4 , 33, 10909
8.75 , 33, 9068
49.25 , 33, 33
11.75 , 34, 8785
11.75 , 34, 13203
5.5 , 34, 3002
0.75 , 34, 1448
3.25 , 34, 11308
8.25 , 34, 12780
11 , 34, 6150
1 , 34, 13497
0.25 , 34, 14184
3.75 , 34, 894
8.75 , 34, 14432
76 , 34, 34
5.75 , 35, 13770
1 , 35, 6662
4 , 35, 17574
10.5 , 35, 3337
0.5 , 35, 1544
6.5 , 35, 9033
8.5 , 35, 15173
9 , 35, 13894
55.75 , 35, 35
1.75 , 36, 15847
1.25 , 36, 6264
2.25 , 36, 11583
7.25 , 36, 8129
7.75 , 36, 2435
30.25 , 36, 36
7.75 , 37, 19689
6 , 37, 8326
3 , 37, 705
26.75 , 37, 37
10.25 , 38, 11007
2.25 , 38, 7400
9.75 , 38, 8751
9.25 , 38, 10455
41.5 , 38, 38
3.75 , 39, 2574
7.25 , 39, 16665
8.75 , 39, 5560
7 , 39, 11607
8.5 , 39, 12392
6.5 , 39, 12532
3.75 , 39, 8388
5 , 39, 9141
0.75 , 39, 4185
3.5 , 39, 11334
2.25 , 39, 11528
7.25 , 39, 19417
74.25 , 39, 39
7.5 , 40, 11041
2.25 , 40, 19728
9.75 , 40, 1007
10.25 , 40, 6685
1.5 , 40, 7413
4.5 , 40, 15912
7.5 , 40, 15351
1.25 , 40, 5616
3.5 , 40, 12667
4.25 , 40, 9622
62.25 , 40, 40
2.5 , 41, 849
2.75 , 41, 14935
10.5 , 41, 210
3.25 , 41, 13240
10 , 41, 9445
0.75 , 41, 9830
3.5 , 41, 9224
5.75 , 41, 8286
9.75 , 41, 9420
3.75 , 41, 7627
3 , 41, 289
65.5 , 41, 41
11.25 , 42, 6415
21.25 , 42, 42
11.75 , 43, 9781
8.75 , 43, 2852
4 , 43, 8087
10.75 , 43, 11330
8 , 43, 11905
10.5 , 43, 10020
3.75 , 43, 1365
1.25 , 43, 4582
3.25 , 43, 11046
72 , 43, 43
5.75 , 44, 3506
2.25 , 44, 11066
4.75 , 44, 763
12 , 44, 8943
9.25 , 44, 4681
1.75 , 44, 2332
5 , 44, 5335
6.25 , 44, 10746
8.25 , 44, 15513
10.75 , 44, 10819
76 , 44, 44
2.5 , 45, 18018
12 , 45, 11353
0.5 , 45, 1125
7.75 , 45, 6282
4.5 , 45, 506
8.25 , 45, 14994
7.5 , 45, 11587
0.5 , 45, 2625
1.25 , 45, 19119
7.25 , 45, 9759
9.25 , 45, 7135
71.25 , 45, 45
4.5 , 46, 15214
0.75 , 46, 11336
8.25 , 46, 8143
7.5 , 46, 6456
1.25 , 46, 13575
1.5 , 46, 476
9.5 , 46, 11459
10.75 , 46, 97
5.75 , 46, 12441
2 , 46, 15962
6.75 , 46, 11345
6 , 46, 10338
74.5 , 46, 46
2 , 47, 3269
8.75 , 47, 1282
0.75 , 47, 13445
11 , 47, 9397
3.25 , 47, 1149
8.75 , 47, 8127
5.75 , 47, 12034
1.75 , 47, 9933
7.25 , 47, 11969
1.25 , 47, 11733
2.5 , 47, 1336
1.5 , 47, 2962
64.5 , 47, 47
11.25 , 48, 6035
4.25 , 48, 5166
5 , 48, 5393
30.5 , 48, 48
7.25 , 49, 1080
11 , 49, 8213
4.75 , 49, 16567
5.25 , 49, 382
2 , 49, 3774
4.25 , 49, 10489
9.5 , 49, 10336
5 , 49, 13173
2 , 49, 6021
8.25 , 49, 1
10 , 49, 17962
79.25 , 49, 49
8 , 50, 9102
11.75 , 50, 13447
9.5 , 50, 15745
1.75 , 50, 9962
9.5 , 50, 7113
7.75 , 50, 8608
5.5 , 50, 1796
63.75 , 50, 50
10 , 51, 5903
12 , 51, 19967
32 , 51, 51
11.5 , 52, 7608
1.25 , 52, 4415
3.5 , 52, 1529
26.25 , 52, 52
6 , 53, 12192
8 , 53, 17717
9.25 , 53, 6172
10.5 , 53, 760
3.25 , 53, 10126
47 , 53, 53
8.25 , 54, 18742
5.25 , 54, 8120
23.5 , 54, 54
0.25 , 55, 2515
5.5 , 55, 3265
11 , 55, 7528
12.25 , 55, 17987
12.25 , 55, 8005
3.75 , 55, 9924
6 , 55, 19122
1.25 , 55, 7779
11.25 , 55, 15739
6.5 , 55, 12310
2 , 55, 17323
6.75 , 55, 13554
88.75 , 55, 55
11 , 56, 4247
7.75 , 56, 12074
11.5 , 56, 2334
10.25 , 56, 5051
50.5 , 56, 56
9.75 , 57, 816
4.25 , 57, 4648
12 , 57, 7821
6.5 , 57, 13665
3 , 57, 6863
1.25 , 57, 10217
9.5 , 57, 139
2.25 , 57, 6424
10.5 , 57, 9332
9.25 , 57, 12414
2 , 57, 16352
9.5 , 57, 458
89.75 , 57, 57
10.25 , 58, 12559
8 , 58, 1322
1.25 , 58, 2729
8.25 , 58, 10707
8.75 , 58, 5096
9.5 , 58, 9075
7 , 58, 12586
10.5 , 58, 13402
3.25 , 58, 4960
2.5 , 58, 6666
9.5 , 58, 9734
88.75 , 58, 58
5 , 59, 1004
3.5 , 59, 6080
1.25 , 59, 1854
9.25 , 59, 8397
5.5 , 59, 6761
8 , 59, 5974
9.75 , 59, 671
52.25 , 59, 59
0.25 , 60, 14153
3 , 60, 6979
4.75 , 60, 4605
18 , 60, 60
3.5 , 61, 1867
6.75 , 61, 11865
9 , 61, 485
8.75 , 61, 12050
9.75 , 61, 2488
2.5 , 61, 3060
2.25 , 61, 6380
11.25 , 61, 6468
63.75 , 61, 61
10.75 , 62, 1421
8.5 , 62, 7619
29.25 , 62, 62
7.75 , 63, 10380
2.5 , 63, 2645
7.25 , 63, 15750
11.25 , 63, 17026
3.75 , 63, 553
9.5 , 63, 2269
3.5 , 63, 10805
7.25 , 63, 420
62.75 , 63, 63
0.75 , 64, 3999
8.25 , 64, 10663
6.75 , 64, 3004
6.25 , 64, 13260
4.75 , 64, 5243
12 , 64, 11857
48.75 , 64, 64
1 , 65, 15955
7.25 , 65, 15412
18.25 , 65, 65
4.25 , 66, 5568
10.75 , 66, 11376
4 , 66, 8104
8.25 , 66, 4169
7.25 , 66, 16835
0.25 , 66, 17802
7.5 , 66, 4250
5.5 , 66, 525
6.25 , 66, 12358
1.25 , 66, 12319
65.25 , 66, 66
9 , 67, 3633
10.5 , 67, 1731
6 , 67, 10129
12.25 , 67, 19001
6 , 67, 19832
3.5 , 67, 12622
57.25 , 67, 67
2.25 , 68, 1445
6.75 , 68, 9165
7.75 , 68, 13747
1.75 , 68, 4401
4.5 , 68, 336
8 , 68, 7991
6.5 , 68, 7632
1.25 , 68, 1847
11 , 68, 9795
2.75 , 68, 5683
5.5 , 68, 6917
68 , 68, 68
4.25 , 69, 4785
7.5 , 69, 3988
11 , 69, 11814
9.5 , 69, 839
12 , 69, 18932
7.5 , 69, 14557
10.5 , 69, 6965
5.25 , 69, 1652
1.25 , 69, 7896
1.75 , 69, 8251
9.75 , 69, 9100
90.25 , 69, 69
3.25 , 70, 17290
5 , 70, 10523
7.75 , 70, 12496
5.25 , 70, 2329
11.25 , 70, 2157
8.75 , 70, 4476
51.25 , 70, 70
7.25 , 71, 17377
8.25 , 71, 13166
12.25 , 71, 3525
37.75 , 71, 71
2.75 , 72, 15616
5.25 , 72, 7705
5.25 , 72, 18562
3 , 72, 6045
11 , 72, 11473
4.5 , 72, 5956
9 , 72, 10352
6 , 72, 2502
56.75 , 72, 72
8.25 , 73, 18810
9.25 , 73, 15925
2 , 73, 7638
11 , 73, 4818
11.25 , 73, 12524
0.75 , 73, 4929
6.5 , 73, 13272
10.75 , 73, 10234
4.25 , 73, 6941
12 , 73, 2881
11.75 , 73, 1659
9.25 , 73, 6040
107 , 73, 73
7.5 , 74, 131
3.5 , 74, 5460
11 , 74, 12362
32 , 74, 74
11.25 , 75, 12877
7 , 75, 637
2.5 , 75, 3066
8.75 , 75, 18869
39.5 , 75, 75
10.75 , 76, 17660
9.75 , 76, 14443
11.25 , 76, 10490
4 , 76, 1453
3.75 , 76, 10606
49.5 , 76, 76
5 , 77, 10961
1.25 , 77, 5757
11 , 77, 5833
5.25 , 77, 6348
32.5 , 77, 77
0.25 , 78, 19895
4 , 78, 2449
0.75 , 78, 5923
7 , 78, 3624
1.75 , 78, 5420
23.75 , 78, 78
2 , 79, 13351
4.25 , 79, 3452
1.75 , 79, 14580
18 , 79, 79
9.25 , 80, 3999
1.5 , 80, 12661
1.25 , 80, 9972
5 , 80, 12649
9.5 , 80, 8452
3.75 , 80, 3989
8.5 , 80, 3603
0.75 , 80, 4513
4.25 , 80, 12277
2.5 , 80, 7364
9.25 , 80, 6467
65.5 , 80, 80
0.5 , 81, 2781
6.25 , 81, 3598
16.75 , 81, 81
1 , 82, 9892
5.5 , 82, 691
11.75 , 82, 9536
5 , 82, 3216
5 , 82, 8187
10.75 , 82, 4662
10.25 , 82, 11667
7 , 82, 6751
12 , 82, 1681
7.5 , 82, 13826
12.25 , 82, 3679
5.75 , 82, 12580
103.75 , 82, 82
1.75 , 83, 14326
6.25 , 83, 19601
9.5 , 83, 11222
11 , 83, 6636
7.25 , 83, 10553
4.5 , 83, 7299
8.25 , 83, 2090
58.5 , 83, 83
4.5 , 84, 13447
11.5 , 84, 8562
0.75 , 84, 12602
10.5 , 84, 1332
1 , 84, 6986
12.25 , 84, 17690
50.5 , 84, 84
11.25 , 85, 11069
4.75 , 85, 14286
8.75 , 85, 17133
3.75 , 85, 12205
3.75 , 85, 10038
1.5 , 85, 2649
10 , 85, 12557
11 , 85, 4111
12.25 , 85, 10164
4 , 85, 11865
3.5 , 85, 18763
1.25 , 85, 7268
85.75 , 85, 85
2.25 , 86, 7209
12.25 , 86, 86
11.25 , 87, 8148
11 , 87, 5772
6.25 , 87, 9014
38.5 , 87, 87
11.75 , 88, 16237
9 , 88, 17910
1.25 , 88, 16055
8.75 , 88, 8019
6.25 , 88, 19897
0.75 , 88, 3600
11.5 , 88, 9338
4.25 , 88, 14092
2 , 88, 2509
65.5 , 88, 88
6.25 , 89, 11316
3 , 89, 17029
7.25 , 89, 15927
5.5 , 89, 6539
5.25 , 89, 4219
8.25 , 89, 13517
11.25 , 89, 174
1.5 , 89, 5945
4.75 , 89, 3423
63 , 89, 89
1.25 , 90, 7723
4 , 90, 9070
2.5 , 90, 1475
4.5 , 90, 6210
4 , 90, 4283
26.25 , 90, 90
8.5 , 91, 474
6.5 , 91, 503
25 , 91, 91
12 , 92, 4037
0.5 , 92, 7133
3.75 , 92, 13685
2 , 92, 4359
11.75 , 92, 8945
5.5 , 92, 8887
9.75 , 92, 6603
7.25 , 92, 3146
2.75 , 92, 10834
6.75 , 92, 18768
11.5 , 92, 13576
11 , 92, 18940
94.5 , 92, 92
0.75 , 93, 2678
4.5 , 93, 12951
1.75 , 93, 5215
8.5 , 93, 10489
5.5 , 93, 8147
6.75 , 93, 1754
37.75 , 93, 93
3.75 , 94, 13649
1.5 , 94, 2668
6.5 , 94, 16137
9 , 94, 5401
0.25 , 94, 6992
1 , 94, 36
2.25 , 94, 9250
8.25 , 94, 12699
4.5 , 94, 14721
47 , 94, 94
4.25 , 95, 11840
10.5 , 95, 4895
11 , 95, 588
5.25 , 95, 5054
7.5 , 95, 9940
4 , 95, 13301
2.75 , 95, 9450
6.25 , 95, 8918
6.75 , 95, 8934
7.75 , 95, 4686
11 , 95, 1415
87 , 95, 95
12 , 96, 15277
9 , 96, 9748
5.25 , 96, 9735
12 , 96, 9320
3 , 96, 12922
10 , 96, 13070
61.25 , 96, 96
3.75 , 97, 7793
1 , 97, 1865
8 , 97, 6759
7.75 , 97, 4344
8 , 97, 7856
3.25 , 97, 6295
0.5 , 97, 5653
2.75 , 97, 11561
10 , 97, 8798
12 , 97, 8981
6.5 , 97, 14582
73.5 , 97, 97
4.75 , 98, 14607
9.75 , 98, 8553
0.5 , 98, 4152
9 , 98, 1297
4 , 98, 7848
2.75 , 98, 8689
2.5 , 98, 3115
1 , 98, 9441
6.25 , 98, 19370
11.75 , 98, 8396
62.25 , 98, 98
11.25 , 99, 12876
9.5 , 99, 18934
7.75 , 99, 14525
38.5 , 99, 99
0.25 , 100, 641
1.75 , 100, 4173
8.25 , 100, 3442
4.5 , 100, 3355
11.75 , 100, 5424
10.5 , 100, 14900
1.5 , 100, 8333
6.75 , 100, 1271
55.25 , 100, 100
3 , 101, 6889
9.75 , 101, 13563
10.5 , 101, 19730
12 , 101, 15731
6.75 , 101, 12624
3.75 , 101, 5361
8.5 , 101, 17888
10.5 , 101, 2344
74.75 , 101, 101
6.5 , 102, 2815
10.75 , 102, 16598
3 , 102, 18282
30.25 , 102, 102
11 , 103, 6978
11.75 , 103, 1572
0.25 , 103, 8963
3.5 , 103, 2104
6.5 , 103, 17282
11.5 , 103, 19359
10.5 , 103, 19995
6.25 , 103, 11693
4.5 , 103, 16356
4.25 , 103, 6936
6.5 , 103, 5626
86.5 , 103, 103
0.25 , 104, 2270
10.25 , 104, 104
5 , 105, 17395
7 , 105, 11661
5.25 , 105, 4523
10.5 , 105, 17424
6.5 , 105, 6238
6 , 105, 610
8.25 , 105, 1690
9 , 105, 11744
4.75 , 105, 11059
2 , 105, 1218
8.75 , 105, 2044
3.25 , 105, 5704
86.25 , 105, 105
9.25 , 106, 7550
8.25 , 106, 3935
1.75 , 106, 3444
7 , 106, 6035
4.75 , 106, 18827
0.25 , 106, 12196
9 , 106, 5217
9.25 , 106, 16015
2.5 , 106, 2050
62 , 106, 106
4 , 107, 17958
6 , 107, 16350
3.5 , 107, 16894
7.5 , 107, 5951
7 , 107, 15047
10.75 , 107, 13017
12.25 , 107, 2721
8 , 107, 2434
69 , 107, 107
8.25 , 108, 909
3.25 , 108, 7524
6.25 , 108, 3073
0.5 , 108, 3633
3 , 108, 10369
3 , 108, 6967
8.25 , 108, 7562
3.5 , 108, 7700
46 , 108, 108
7.25 , 109, 11344
17.25 , 109, 109
9 , 110, 5355
3 , 110, 427
1 , 110, 5751
7.25 , 110, 14029
12 , 110, 1088
3.75 , 110, 7703
5.25 , 110, 5228
1.5 , 110, 333
11 , 110, 10040
10.5 , 110, 8935
10.25 , 110, 1191
84.5 , 110, 110
5 , 111, 10186
1.25 , 111, 9529
7.75 , 111, 9142
9.25 , 111, 7871
8.25 , 111, 10240
1.25 , 111, 15759
9 , 111, 14883
7.5 , 111, 5396
59.25 , 111, 111
12.25 , 112, 4531
9 , 112, 19815
6 , 112, 12723
6.5 , 112, 12291
7.25 , 112, 9671
12 , 112, 9461
5.75 , 112, 9644
0.5 , 112, 5939
69.25 , 112, 112
5 , 113, 13703
4.75 , 113, 13328
5.5 , 113, 3547
1.25 , 113, 17741
4.75 , 113, 13951
31.25 , 113, 113
10.25 , 114, 14737
1.25 , 114, 9044
21.5 , 114, 114
8.25 , 115, 5648
8.25 , 115, 4238
11.75 , 115, 9373
5.75 , 115, 3619
2 , 115, 15787
1 , 115, 10189
0.5 , 115, 8461
47.5 , 115, 115
10.5 , 116, 13093
2 , 116, 11769
10.5 , 116, 8196
4.25 , 116, 17429
10.25 , 116, 1575
8.75 , 116, 13585
56.25 , 116, 116
12.25 , 117, 17848
9.25 , 117, 18453
7.25 , 117, 2603
5 , 117, 15165
12.25 , 117, 422
5.5 , 117, 11522
8.75 , 117, 11429
5.75 , 117, 11930
7.5 , 117, 15869
3.25 , 117, 5218
86.75 , 117, 117
4.25 , 118, 19487
7.5 , 118, 12668
10.25 , 118, 3679
9.25 , 118, 9684
4 , 118, 18261
2.75 , 118, 11879
48 , 118, 118
10 , 119, 11907
8.5 , 119, 18982
3.25 , 119, 7481
5.75 , 119, 9847
2.5 , 119, 694
8.75 , 119, 8861
48.75 , 119, 119
11.75 , 120, 5488
12 , 120, 11033
2.25 , 120, 6710
5.5 , 120, 7313
6.25 , 120, 16243
12.25 , 120, 1712
1 , 120, 2101
0.75 , 120, 5613
11.5 , 120, 11727
3.25 , 120, 11025
10.5 , 120, 19900
6 , 120, 4755
93 , 120, 120
6.25 , 121, 7142
16.25 , 121, 121
11.5 , 122, 11270
21.5 , 122, 122
10.5 , 123, 6694
1 , 123, 3607
1.25 , 123, 428
7 , 123, 19919
5.25 , 123, 5152
3 , 123, 2463
4.5 , 123, 8426
4.25 , 123, 8093
0.5 , 123, 2128
10 , 123, 16009
57.25 , 123, 123
10.25 , 124, 126
6.5 , 124, 10773
10.75 , 124, 3211
2.75 , 124, 1221
5.75 , 124, 1017
8.5 , 124, 10707
5.5 , 124, 5181
10.75 , 124, 4054
3 , 124, 5152
10.25 , 124, 4036
2 , 124, 11525
10.25 , 124, 15542
96.25 , 124, 124
8.5 , 125, 2604
5.75 , 125, 12395
3.75 , 125, 11382
10.75 , 125, 13903
38.75 , 125, 125
9.75 , 126, 3114
6.25 , 126, 7805
6.25 , 126, 8344
1.25 , 126, 8835
5.5 , 126, 4508
9.75 , 126, 3589
2.75 , 126, 804
3.75 , 126, 13509
55.25 , 126, 126
6.25 , 127, 10069
2.5 , 127, 18529
11.5 , 127, 4044
6 , 127, 893
10 , 127, 8545
8.75 , 127, 6714
8.75 , 127, 11176
11.75 , 127, 9083
75.5 , 127, 127
7.5 , 128, 8497
10 , 128, 12458
10.75 , 128, 1365
10.25 , 128, 53
1.5 , 128, 581
11.75 , 128, 17795
3.75 , 128, 6889
1.25 , 128, 16194
9.25 , 128, 10777
10 , 128, 1549
86 , 128, 128
6.5 , 129, 10004
1.5 , 129, 17985
8.5 , 129, 12932
11.5 , 129, 12910
3.5 , 129, 15451
6 , 129, 9844
3.75 , 129, 11453
51.25 , 129, 129
3 , 130, 5751
11.5 , 130, 8980
2.75 , 130, 10453
0.25 , 130, 6342
27.5 , 130, 130
10.5 , 131, 1654
1.5 , 131, 15908
5.5 , 131, 17382
10.5 , 131, 5124
5 , 131, 10432
7 , 131, 19057
8.25 , 131, 9227
8 , 131, 14465
3.5 , 131, 4937
5.75 , 131, 3272
1.75 , 131, 6317
6.25 , 131, 10796
83.5 , 131, 131
9.5 , 132, 14893
8.25 , 132, 11704
6.25 , 132, 12121
0.75 , 132, 116
12.25 , 132, 12043
0.75 , 132, 11285
47.75 , 132, 132
1 , 133, 19999
2.25 , 133, 209
6 , 133, 15557
7 , 133, 6134
6.5 , 133, 12626
7.25 , 133, 16454
2.25 , 133, 9615
7.75 , 133, 8762
9.5 , 133, 4222
12.25 , 133, 4052
11.5 , 133, 6262
83.25 , 133, 133
7.25 , 134, 19545
10.25 , 134, 13730
2.25 , 134, 9311
29.75 , 134, 134
10.5 , 135, 9197
7.75 , 135, 19603
11.5 , 135, 3293
