2025
0.25 , 0, 1027
9.75 , 0, 1454
8.5 , 0, 1292
6.5 , 0, 81
8.5 , 0, 1840
2.75 , 0, 681
26.25 , 0, 0
4 , 1, 1930
-6 , 1, 1
8 , 2, 1487
9.25 , 2, 1892
7.25 , 2, 2
8.25 , 3, 1408
9 , 3, 667
5 , 3, 1850
5.5 , 3, 1814
11.75 , 3, 924
12 , 3, 1743
2.25 , 3, 1709
2.5 , 3, 1995
4 , 3, 1233
50.25 , 3, 3
11.75 , 4, 915
8.75 , 4, 82
9.75 , 4, 1391
2.75 , 4, 1845
4 , 4, 1225
27 , 4, 4
0.5 , 5, 357
9 , 5, 614
-0.5 , 5, 5
6.75 , 6, 529
11.25 , 6, 1205
2.5 , 6, 940
10.25 , 6, 1760
20.75 , 6, 6
2.5 , 7, 1402
6.5 , 7, 779
2.5 , 7, 1424
3.25 , 7, 1369
2.75 , 7, 190
12.25 , 7, 603
5.75 , 7, 1527
9.75 , 7, 845
1.5 , 7, 97
5.5 , 7, 1862
1 , 7, 772
0.5 , 7, 276
43.75 , 7, 7
2.75 , 8, 1863
9.75 , 8, 1723
0.5 , 8, 1887
4.5 , 8, 71
11.25 , 8, 584
6.75 , 8, 494
3.25 , 8, 220
10 , 8, 2022
38.75 , 8, 8
5.25 , 9, 854
0.5 , 9, 346
-4.25 , 9, 9
9.25 , 10, 641
9.75 , 10, 1271
5 , 10, 1214
4.75 , 10, 1342
7.5 , 10, 1825
3.75 , 10, 763
8.75 , 10, 2011
8.5 , 10, 738
0.5 , 10, 1589
11.75 , 10, 626
59.5 , 10, 10
9 , 11, 1377
11.75 , 11, 1542
8 , 11, 1367
3.75 , 11, 498
9 , 11, 278
7.75 , 11, 679
9.25 , 11, 50
3.25 , 11, 45
3 , 11, 54
8.5 , 11, 1876
5.25 , 11, 761
68.5 , 11, 11
6.75 , 12, 459
1.25 , 12, 569
8.75 , 12, 423
6.75 , 12, 12
1.25 , 13, 179
4 , 13, 1759
5.25 , 13, 1707
6.25 , 13, 1853
11.5 , 13, 562
9.75 , 13, 873
3.75 , 13, 1615
4.25 , 13, 1089
9.25 , 13, 1196
4 , 13, 821
49.25 , 13, 13
5 , 14, 1235
12.25 , 14, 1036
2 , 14, 376
4.75 , 14, 1343
2.5 , 14, 1348
5.75 , 14, 1574
2.75 , 14, 1124
11 , 14, 432
11 , 14, 1132
4.5 , 14, 936
8.5 , 14, 931
60 , 14, 14
4.5 , 15, 713
6.5 , 15, 1918
0.25 , 15, 75
1.25 , 15, 15
11 , 16, 1246
0.25 , 16, 387
7.75 , 16, 867
7.75 , 16, 1740
10 , 16, 442
10.75 , 16, 800
12 , 16, 1636
7.25 , 16, 762
56.75 , 16, 16
10.25 , 17, 1737
0.25 , 17, 17
3.75 , 18, 1723
11.5 , 18, 1153
7.25 , 18, 336
2.75 , 18, 1284
5.5 , 18, 1830
5 , 18, 1286
3.75 , 18, 1486
10.5 , 18, 418
40 , 18, 18
11.75 , 19, 694
4 , 19, 1056
4.25 , 19, 110
8.5 , 19, 1754
8.25 , 19, 648
26.75 , 19, 19
7.25 , 20, 481
1.75 , 20, 644
8.25 , 20, 1306
5.75 , 20, 1645
10.5 , 20, 745
1.25 , 20, 634
6.25 , 20, 1657
31 , 20, 20
7.75 , 21, 431
6 , 21, 1314
10.75 , 21, 1777
3.5 , 21, 194
5.75 , 21, 298
7 , 21, 1479
1 , 21, 1795
9.25 , 21, 1292
9.75 , 21, 1647
6.25 , 21, 1710
8.25 , 21, 1525
9.75 , 21, 180
75 , 21, 21
9.75 , 22, 1657
9.5 , 22, 265
11.5 , 22, 781
6.75 , 22, 1198
6.25 , 22, 212
0.25 , 22, 330
34 , 22, 22
10.75 , 23, 1815
7.5 , 23, 1658
8.25 , 23, 23
